IDCLIENTE,SEGMENTO,EDAD,PRODUCTO
2147325,A3,31 A 35 AÑOS,CTA & TC
4384338,A3,36 A 45 AÑOS,CTA
965267,A3,36 A 45 AÑOS,CTA
3906881,A2,36 A 45 AÑOS,CTA
4325377,A1,36 A 45 AÑOS,CTA & TC
2170894,A3,36 A 45 AÑOS,CTA
802178,A2,36 A 45 AÑOS,CTA
40377,A3,46 A 65 AÑOS,CTA
231835,A2,46 A 65 AÑOS,CTA
3526854,A1,46 A 65 AÑOS,CTA & TC
2731323,A2,MAYORES A 65 AÑOS,CTA
2791759,A3,MAYORES A 65 AÑOS,CTA
61983,A3,MAYORES A 65 AÑOS,CTA & TC
3452159,A3,MAYORES A 65 AÑOS,CTA
14250,A1,MAYORES A 65 AÑOS,CTA
1131290,A1,MAYORES A 65 AÑOS,CTA
99069,A3,MAYORES A 65 AÑOS,CTA
130679,A3,MAYORES A 65 AÑOS,CTA
329482,A2,46 A 65 AÑOS,CTA
694215,A1,46 A 65 AÑOS,CTA & TC
1343322,A3,46 A 65 AÑOS,CTA
1262528,A2,MAYORES A 65 AÑOS,CTA & TC
830602,A2,46 A 65 AÑOS,CTA
665679,A1,MAYORES A 65 AÑOS,CTA
395950,A2,46 A 65 AÑOS,CTA & TC
624035,A1,46 A 65 AÑOS,CTA & TC
720402,A2,46 A 65 AÑOS,CTA & TC
722026,A3,46 A 65 AÑOS,CTA
359294,A3,46 A 65 AÑOS,CTA
359439,A3,46 A 65 AÑOS,CTA
753607,A3,46 A 65 AÑOS,CTA
347094,A3,46 A 65 AÑOS,CTA
781745,A2,46 A 65 AÑOS,CTA & TC
742827,A2,MAYORES A 65 AÑOS,CTA
710209,A2,46 A 65 AÑOS,CTA
619990,A2,46 A 65 AÑOS,CTA
858312,A2,46 A 65 AÑOS,CTA & TC
3765276,A2,46 A 65 AÑOS,CTA
3110048,A1,46 A 65 AÑOS,CTA
1342893,A3,46 A 65 AÑOS,CTA
1356030,A3,46 A 65 AÑOS,CTA
976835,A3,46 A 65 AÑOS,CTA
1128157,A2,36 A 45 AÑOS,CTA & TC
664625,A2,36 A 45 AÑOS,CTA
1293855,A3,36 A 45 AÑOS,CTA & TC
1377520,A2,36 A 45 AÑOS,CTA
1261868,A2,46 A 65 AÑOS,CTA & TC
4057107,B1,EMPRESA,CTA
992265,A2,36 A 45 AÑOS,CTA
1012565,A3,36 A 45 AÑOS,CTA & TC
1219731,A3,36 A 45 AÑOS,CTA
2892078,A2,36 A 45 AÑOS,CTA
1631102,A3,31 A 35 AÑOS,CTA & TC
2423797,A3,31 A 35 AÑOS,CTA & TC
3317157,A3,23 A 30 AÑOS,CTA & TC
4039371,A3,23 A 30 AÑOS,CTA
4048838,A3,31 A 35 AÑOS,CTA
4128124,A2,23 A 30 AÑOS,CTA & TC
3027567,P2,EMPRESA,CTA
992899,A3,46 A 65 AÑOS,CTA
2960813,A3,23 A 30 AÑOS,CTA
4004112,A2,18 A 22 AÑOS,CTA
733440,A2,MAYORES A 65 AÑOS,CTA
4167386,A3,MAYORES A 65 AÑOS,CTA
3963106,B1,EMPRESA,CTA & TC
3031173,A3,MAYORES A 65 AÑOS,CTA
137008,A3,MAYORES A 65 AÑOS,CTA
141184,A1,MAYORES A 65 AÑOS,CTA & TC
489662,A2,MAYORES A 65 AÑOS,CTA & TC
223239,A2,MAYORES A 65 AÑOS,CTA & TC
367572,P1,EMPRESA,CTA & TC
3588823,P2,EMPRESA,CTA & TC
1947328,P2,EMPRESA,CTA & TC
4201,A1,MAYORES A 65 AÑOS,CTA & TC
2193473,E3,EMPRESA,CTA
2106502,B1,EMPRESA,CTA
3645156,A1,46 A 65 AÑOS,CTA & TC
4009684,A3,46 A 65 AÑOS,CTA
734335,A3,46 A 65 AÑOS,CTA & TC
913555,A2,46 A 65 AÑOS,CTA
735408,P2,EMPRESA,CTA & TC
2509899,A3,46 A 65 AÑOS,CTA
117146,A2,46 A 65 AÑOS,CTA
851512,A2,36 A 45 AÑOS,CTA & TC
1192378,A2,36 A 45 AÑOS,CTA
105803,A3,36 A 45 AÑOS,CTA
665241,A2,46 A 65 AÑOS,CTA
1184387,P2,EMPRESA,CTA & TC
1230265,A1,MAYORES A 65 AÑOS,CTA
1152922,A2,46 A 65 AÑOS,CTA
2815193,A2,46 A 65 AÑOS,CTA
1374217,A2,36 A 45 AÑOS,CTA & TC
3354087,A3,36 A 45 AÑOS,CTA & TC
3908417,A2,36 A 45 AÑOS,CTA
1146735,A2,36 A 45 AÑOS,CTA & TC
670758,A2,36 A 45 AÑOS,CTA & TC
971202,A3,36 A 45 AÑOS,CTA
3738812,A3,36 A 45 AÑOS,CTA
653154,B1,EMPRESA,CTA
1355401,A2,36 A 45 AÑOS,CTA
1753890,A3,36 A 45 AÑOS,CTA & TC
1424347,A3,36 A 45 AÑOS,CTA
3848299,A3,23 A 30 AÑOS,CTA
3816224,A3,23 A 30 AÑOS,CTA
3514336,A3,36 A 45 AÑOS,CTA
1530000,A3,31 A 35 AÑOS,CTA
3126384,A3,31 A 35 AÑOS,CTA
1639288,A2,31 A 35 AÑOS,CTA
355047,A1,MAYORES A 65 AÑOS,CTA
368706,A3,46 A 65 AÑOS,CTA
4182219,P2,EMPRESA,CTA & TC
2887911,A3,MAYORES A 65 AÑOS,CTA
2347958,A1,MAYORES A 65 AÑOS,CTA & TC
46946,A2,MAYORES A 65 AÑOS,CTA & TC
144040,A3,MAYORES A 65 AÑOS,TC
1174448,A3,46 A 65 AÑOS,CTA
665441,A2,46 A 65 AÑOS,CTA
547005,A1,46 A 65 AÑOS,CTA & TC
4372585,A1,46 A 65 AÑOS,CTA
3621512,A3,46 A 65 AÑOS,CTA
1811085,A2,46 A 65 AÑOS,CTA
601264,E2,EMPRESA,CTA & TC
1023233,A2,MAYORES A 65 AÑOS,CTA
945136,A3,46 A 65 AÑOS,CTA
1023127,A1,46 A 65 AÑOS,CTA
884391,P2,EMPRESA,CTA & TC
1681834,A3,46 A 65 AÑOS,CTA
1214850,A2,MAYORES A 65 AÑOS,CTA
1356283,A2,46 A 65 AÑOS,CTA
684870,A2,46 A 65 AÑOS,CTA & TC
491150,A1,46 A 65 AÑOS,CTA & TC
596884,A2,46 A 65 AÑOS,CTA & TC
1790547,A3,36 A 45 AÑOS,CTA
3444166,A2,36 A 45 AÑOS,CTA
1100993,A1,36 A 45 AÑOS,CTA & TC
1115841,A2,36 A 45 AÑOS,CTA & TC
3450060,A2,36 A 45 AÑOS,CTA
3553472,A3,36 A 45 AÑOS,CTA & TC
3518469,A2,46 A 65 AÑOS,CTA
1756901,B1,EMPRESA,CTA
2424119,B1,EMPRESA,CTA
4299091,A3,23 A 30 AÑOS,CTA
4257970,A2,31 A 35 AÑOS,CTA
3839471,A3,23 A 30 AÑOS,CTA
3720589,A2,23 A 30 AÑOS,CTA & TC
703404,A3,46 A 65 AÑOS,CTA
1102137,A2,36 A 45 AÑOS,CTA
1062088,B1,EMPRESA,CTA & TC
917417,P2,EMPRESA,CTA
525293,A2,MAYORES A 65 AÑOS,CTA
387108,A3,MAYORES A 65 AÑOS,CTA
531963,A2,MAYORES A 65 AÑOS,CTA & TC
256782,A3,MAYORES A 65 AÑOS,CTA
4139101,A2,MAYORES A 65 AÑOS,CTA
631382,A3,MAYORES A 65 AÑOS,CTA
1914300,A2,MAYORES A 65 AÑOS,CTA
173998,A2,OTROS NO IDENTIFICADOS,CTA
2710158,B1,EMPRESA,CTA
987198,A1,36 A 45 AÑOS,CTA & TC
3708683,E3,EMPRESA,CTA & TC
739292,P1,EMPRESA,CTA & TC
779834,A3,MAYORES A 65 AÑOS,CTA
22708,P2,EMPRESA,CTA
593802,P2,EMPRESA,CTA
1283978,P2,EMPRESA,CTA
2686971,P2,EMPRESA,CTA
232857,E1,EMPRESA,CTA
298085,B1,EMPRESA,CTA
223932,A3,46 A 65 AÑOS,CTA
3949454,B1,EMPRESA,CTA
1250057,A2,MAYORES A 65 AÑOS,CTA
1581643,A3,MAYORES A 65 AÑOS,CTA
299104,A2,MAYORES A 65 AÑOS,CTA
348926,A1,MAYORES A 65 AÑOS,CTA
126315,A1,MAYORES A 65 AÑOS,CTA
48740,A2,MAYORES A 65 AÑOS,CTA
251250,A1,MAYORES A 65 AÑOS,CTA
300202,A2,MAYORES A 65 AÑOS,CTA
348313,A3,MAYORES A 65 AÑOS,CTA
222221,A2,MAYORES A 65 AÑOS,CTA
407350,A3,MAYORES A 65 AÑOS,CTA
454388,A2,MAYORES A 65 AÑOS,CTA
786264,A3,MAYORES A 65 AÑOS,CTA
556584,A2,MAYORES A 65 AÑOS,CTA
282737,A1,MAYORES A 65 AÑOS,CTA & TC
98268,A3,MAYORES A 65 AÑOS,CTA & TC
1913367,A3,MAYORES A 65 AÑOS,CTA
140114,B1,EMPRESA,CTA
1175469,A1,MAYORES A 65 AÑOS,CTA
926997,A2,MAYORES A 65 AÑOS,CTA
1931677,A3,MAYORES A 65 AÑOS,CTA
2019645,A1,36 A 45 AÑOS,CTA & TC
917674,A3,36 A 45 AÑOS,TC
917877,A1,36 A 45 AÑOS,CTA & TC
1498178,A1,36 A 45 AÑOS,CTA & TC
133874,A2,46 A 65 AÑOS,CTA & TC
638266,A3,46 A 65 AÑOS,CTA & TC
737852,A1,46 A 65 AÑOS,CTA
1739553,A3,36 A 45 AÑOS,CTA
1058702,A3,36 A 45 AÑOS,CTA
1105508,A2,36 A 45 AÑOS,CTA & TC
3136629,A1,36 A 45 AÑOS,CTA & TC
1509704,B1,EMPRESA,CTA & TC
1123337,A2,36 A 45 AÑOS,CTA & TC
1029346,A2,36 A 45 AÑOS,CTA & TC
2511836,A2,36 A 45 AÑOS,CTA
3856672,A3,36 A 45 AÑOS,CTA
929789,A3,36 A 45 AÑOS,CTA
830724,A1,36 A 45 AÑOS,CTA & TC
1726101,A2,36 A 45 AÑOS,CTA
1819336,A2,36 A 45 AÑOS,CTA
3730969,A3,36 A 45 AÑOS,CTA
1602427,A3,31 A 35 AÑOS,CTA
1373646,A3,36 A 45 AÑOS,CTA
1194020,A3,36 A 45 AÑOS,CTA
1113280,A1,46 A 65 AÑOS,CTA & TC
1120791,A1,36 A 45 AÑOS,CTA & TC
692150,A3,MAYORES A 65 AÑOS,CTA
2667286,A2,31 A 35 AÑOS,CTA
3458634,P1,EMPRESA,CTA
2779445,P1,EMPRESA,CTA & TC
2518561,E1,EMPRESA,CTA & TC
1562958,A3,36 A 45 AÑOS,CTA
767405,A3,46 A 65 AÑOS,CTA
2947629,A3,36 A 45 AÑOS,CTA
2032956,B1,EMPRESA,CTA & TC
3861295,A3,36 A 45 AÑOS,CTA
2367987,A3,36 A 45 AÑOS,CTA
966632,A2,36 A 45 AÑOS,CTA & TC
3548117,A3,31 A 35 AÑOS,CTA
2823695,P1,EMPRESA,CTA
4127652,B1,EMPRESA,CTA
2865117,B1,EMPRESA,CTA & TC
4191978,A3,23 A 30 AÑOS,CTA
3268509,A3,23 A 30 AÑOS,CTA
343241,A2,46 A 65 AÑOS,CTA
390975,A2,46 A 65 AÑOS,CTA
2274188,A2,46 A 65 AÑOS,TC
2116095,A3,46 A 65 AÑOS,CTA
1030986,A3,46 A 65 AÑOS,CTA
823143,A1,46 A 65 AÑOS,CTA & TC
2129107,B1,EMPRESA,CTA
1702587,A2,36 A 45 AÑOS,CTA & TC
2439988,A1,36 A 45 AÑOS,CTA & TC
3762649,A1,46 A 65 AÑOS,CTA & TC
4331134,A3,46 A 65 AÑOS,CTA
570876,A2,36 A 45 AÑOS,CTA & TC
1090759,A3,36 A 45 AÑOS,CTA
973657,A2,46 A 65 AÑOS,CTA & TC
950684,A3,46 A 65 AÑOS,CTA & TC
3825,A2,46 A 65 AÑOS,CTA
589353,A2,36 A 45 AÑOS,CTA
3530940,A2,36 A 45 AÑOS,CTA & TC
652853,A1,36 A 45 AÑOS,CTA & TC
1370496,A3,36 A 45 AÑOS,CTA
3859989,A3,23 A 30 AÑOS,CTA
3900008,A2,23 A 30 AÑOS,CTA & TC
1120231,A3,46 A 65 AÑOS,CTA
2345931,A3,MAYORES A 65 AÑOS,CTA
130283,A2,MAYORES A 65 AÑOS,CTA
56362,A3,MAYORES A 65 AÑOS,CTA
1744946,A2,MAYORES A 65 AÑOS,CTA
15117,A2,MAYORES A 65 AÑOS,CTA & TC
724911,A3,MAYORES A 65 AÑOS,CTA
679700,A2,MAYORES A 65 AÑOS,CTA
2759036,A3,MAYORES A 65 AÑOS,CTA
689237,A2,MAYORES A 65 AÑOS,CTA & TC
752718,A2,MAYORES A 65 AÑOS,CTA & TC
531622,A2,MAYORES A 65 AÑOS,CTA & TC
1220510,A2,MAYORES A 65 AÑOS,CTA
28023,A2,46 A 65 AÑOS,CTA & TC
229022,A2,MAYORES A 65 AÑOS,CTA & TC
90895,A1,46 A 65 AÑOS,CTA
2880252,A3,46 A 65 AÑOS,CTA
1063304,B1,EMPRESA,CTA & TC
2923172,A3,36 A 45 AÑOS,CTA
4300390,A3,36 A 45 AÑOS,CTA & TC
4310540,A3,36 A 45 AÑOS,CTA & TC
732129,A2,36 A 45 AÑOS,CTA & TC
3701876,A1,36 A 45 AÑOS,CTA & TC
893756,A2,36 A 45 AÑOS,CTA & TC
1172069,A2,36 A 45 AÑOS,CTA & TC
951988,A3,36 A 45 AÑOS,CTA
1044743,P2,EMPRESA,CTA
3004893,A2,46 A 65 AÑOS,CTA & TC
2690165,A2,36 A 45 AÑOS,CTA
134321,A2,36 A 45 AÑOS,CTA
898702,A2,36 A 45 AÑOS,CTA
700342,A3,46 A 65 AÑOS,CTA
791721,A3,36 A 45 AÑOS,CTA
1267919,A3,36 A 45 AÑOS,CTA
1031337,A2,36 A 45 AÑOS,CTA
720185,A2,36 A 45 AÑOS,TC
1251224,A3,36 A 45 AÑOS,CTA & TC
1315430,A1,36 A 45 AÑOS,CTA & TC
4234485,A3,23 A 30 AÑOS,CTA & TC
2818215,A3,23 A 30 AÑOS,CTA
875332,P2,EMPRESA,CTA & TC
674735,A3,MAYORES A 65 AÑOS,CTA
724238,A3,MAYORES A 65 AÑOS,CTA
950624,A2,MAYORES A 65 AÑOS,CTA
717812,A2,MAYORES A 65 AÑOS,CTA
859477,A2,MAYORES A 65 AÑOS,CTA
724105,A3,MAYORES A 65 AÑOS,CTA
773666,A3,MAYORES A 65 AÑOS,CTA
686521,A2,MAYORES A 65 AÑOS,CTA
293280,A1,MAYORES A 65 AÑOS,CTA & TC
3384184,A3,MAYORES A 65 AÑOS,CTA
1435895,A2,MAYORES A 65 AÑOS,CTA
539193,A2,MAYORES A 65 AÑOS,CTA
689297,A1,MAYORES A 65 AÑOS,CTA
458950,A3,MAYORES A 65 AÑOS,TC
652960,A2,MAYORES A 65 AÑOS,CTA
3783610,A3,MAYORES A 65 AÑOS,CTA
2565396,A3,MAYORES A 65 AÑOS,CTA
28151,A2,MAYORES A 65 AÑOS,CTA & TC
218391,A2,MAYORES A 65 AÑOS,CTA
557184,A3,MAYORES A 65 AÑOS,CTA
687307,A2,MAYORES A 65 AÑOS,CTA & TC
568233,A1,MAYORES A 65 AÑOS,CTA
26597,A2,MAYORES A 65 AÑOS,CTA
3303256,A2,MAYORES A 65 AÑOS,CTA
2718384,A3,MAYORES A 65 AÑOS,CTA
967124,A2,36 A 45 AÑOS,CTA & TC
4172727,A2,46 A 65 AÑOS,CTA & TC
4305601,A3,46 A 65 AÑOS,CTA
2166944,A2,46 A 65 AÑOS,CTA
2230006,A3,46 A 65 AÑOS,CTA
940299,A3,46 A 65 AÑOS,CTA
748667,A1,46 A 65 AÑOS,CTA & TC
958975,A1,46 A 65 AÑOS,CTA
959410,A1,46 A 65 AÑOS,CTA & TC
1121143,A1,46 A 65 AÑOS,CTA
756352,A2,46 A 65 AÑOS,CTA & TC
4266301,A3,46 A 65 AÑOS,CTA
3241366,A3,46 A 65 AÑOS,CTA
1021667,A3,46 A 65 AÑOS,CTA
806748,A2,46 A 65 AÑOS,CTA
948326,A2,46 A 65 AÑOS,CTA
707839,E2,EMPRESA,CTA
3162251,A1,MAYORES A 65 AÑOS,CTA
3265810,A1,MAYORES A 65 AÑOS,CTA & TC
821761,A3,MAYORES A 65 AÑOS,CTA
950608,B1,EMPRESA,CTA
4347771,A2,MAYORES A 65 AÑOS,CTA
1263787,A1,MAYORES A 65 AÑOS,CTA & TC
1485318,A3,MAYORES A 65 AÑOS,CTA
733822,A3,MAYORES A 65 AÑOS,CTA
485060,A2,MAYORES A 65 AÑOS,CTA
709897,A2,MAYORES A 65 AÑOS,CTA
553123,A1,MAYORES A 65 AÑOS,CTA
786005,A2,46 A 65 AÑOS,CTA & TC
700020,P1,EMPRESA,CTA & TC
711533,A1,46 A 65 AÑOS,CTA
725395,A3,46 A 65 AÑOS,CTA
3501920,A3,36 A 45 AÑOS,CTA
2711524,A3,36 A 45 AÑOS,CTA & TC
2882681,A3,36 A 45 AÑOS,CTA & TC
2898457,B1,EMPRESA,TC
2617343,A3,36 A 45 AÑOS,CTA
1309896,A3,36 A 45 AÑOS,CTA
1153514,A2,31 A 35 AÑOS,CTA & TC
2190196,A3,31 A 35 AÑOS,CTA
1768323,A3,36 A 45 AÑOS,CTA
3086098,A3,31 A 35 AÑOS,CTA & TC
3015080,A3,23 A 30 AÑOS,CTA
4117570,A3,18 A 22 AÑOS,CTA
2357305,A3,23 A 30 AÑOS,CTA
2516835,A3,23 A 30 AÑOS,CTA
4156843,A3,31 A 35 AÑOS,CTA
3796913,A3,23 A 30 AÑOS,CTA
2657014,A3,31 A 35 AÑOS,CTA
1201633,A3,31 A 35 AÑOS,CTA
1994271,A3,23 A 30 AÑOS,CTA
3818341,P2,EMPRESA,CTA & TC
4102502,A3,46 A 65 AÑOS,CTA
1258849,A3,46 A 65 AÑOS,CTA
1341250,A2,46 A 65 AÑOS,CTA
1152953,A3,MAYORES A 65 AÑOS,CTA
1264110,A2,46 A 65 AÑOS,TC
3797577,A1,46 A 65 AÑOS,CTA
1218800,A1,46 A 65 AÑOS,CTA & TC
798257,A1,36 A 45 AÑOS,CTA & TC
4338685,A3,36 A 45 AÑOS,CTA
755804,A3,36 A 45 AÑOS,CTA
678171,A2,36 A 45 AÑOS,CTA
1346941,A3,36 A 45 AÑOS,CTA
1110271,A1,36 A 45 AÑOS,CTA
1510152,A2,36 A 45 AÑOS,CTA & TC
851553,A1,36 A 45 AÑOS,CTA & TC
3634875,A3,23 A 30 AÑOS,CTA
2070752,A1,31 A 35 AÑOS,CTA & TC
2736801,A3,31 A 35 AÑOS,CTA
4393533,A3,23 A 30 AÑOS,CTA
4205238,A3,23 A 30 AÑOS,TC
2422615,A2,23 A 30 AÑOS,CTA
3393124,A3,23 A 30 AÑOS,CTA
3786777,A3,23 A 30 AÑOS,CTA
3973103,A3,23 A 30 AÑOS,CTA
3729115,A3,36 A 45 AÑOS,CTA
4059611,A3,23 A 30 AÑOS,CTA
3794928,A3,23 A 30 AÑOS,CTA
1310263,A3,46 A 65 AÑOS,CTA
1405702,A3,46 A 65 AÑOS,CTA & TC
1726824,A1,46 A 65 AÑOS,CTA & TC
1717313,A2,46 A 65 AÑOS,CTA
1635478,A3,46 A 65 AÑOS,CTA
4239266,A2,MAYORES A 65 AÑOS,CTA
3793736,A2,MAYORES A 65 AÑOS,CTA
756274,A3,MAYORES A 65 AÑOS,CTA
392266,A3,MAYORES A 65 AÑOS,CTA & TC
439391,A1,MAYORES A 65 AÑOS,CTA
123197,A2,46 A 65 AÑOS,CTA
349803,A2,46 A 65 AÑOS,CTA & TC
391720,A2,46 A 65 AÑOS,CTA & TC
447052,A1,46 A 65 AÑOS,CTA
311970,A1,46 A 65 AÑOS,CTA
499465,A1,46 A 65 AÑOS,CTA & TC
252762,A3,46 A 65 AÑOS,CTA
322123,A2,46 A 65 AÑOS,CTA & TC
220826,A2,46 A 65 AÑOS,CTA
1968783,A2,46 A 65 AÑOS,CTA
299303,A1,46 A 65 AÑOS,CTA
44973,A1,46 A 65 AÑOS,CTA & TC
355244,A3,46 A 65 AÑOS,CTA
391407,A2,46 A 65 AÑOS,CTA & TC
1165183,A2,46 A 65 AÑOS,CTA
739661,A2,MAYORES A 65 AÑOS,CTA
797313,P2,EMPRESA,CTA & TC
2646034,A1,31 A 35 AÑOS,CTA
3466702,A3,31 A 35 AÑOS,CTA
3606453,A3,23 A 30 AÑOS,CTA
3650397,A3,31 A 35 AÑOS,CTA
3935119,B1,EMPRESA,CTA
3607912,A3,23 A 30 AÑOS,CTA
3081355,A1,31 A 35 AÑOS,CTA
4394998,A3,18 A 22 AÑOS,CTA
1441062,P2,EMPRESA,CTA & TC
578290,A3,46 A 65 AÑOS,CTA
4204674,B1,EMPRESA,CTA
1680611,A3,36 A 45 AÑOS,TC
2131126,B1,EMPRESA,CTA
822490,A1,46 A 65 AÑOS,CTA
1082748,A1,46 A 65 AÑOS,CTA & TC
865654,A2,46 A 65 AÑOS,CTA
227073,A3,46 A 65 AÑOS,CTA & TC
1499145,A3,46 A 65 AÑOS,CTA & TC
1429951,A3,46 A 65 AÑOS,CTA
1306815,B1,EMPRESA,CTA & TC
3177389,A3,31 A 35 AÑOS,CTA & TC
1098987,A3,36 A 45 AÑOS,CTA & TC
3807798,A3,31 A 35 AÑOS,CTA & TC
4279129,A3,18 A 22 AÑOS,CTA
3587511,A3,23 A 30 AÑOS,CTA
2785573,A1,23 A 30 AÑOS,CTA
3349858,E2,EMPRESA,CTA & TC
648176,A2,MAYORES A 65 AÑOS,CTA
545400,A2,MAYORES A 65 AÑOS,CTA & TC
190,A2,MAYORES A 65 AÑOS,CTA
3791789,A2,MAYORES A 65 AÑOS,CTA
1426476,A2,MAYORES A 65 AÑOS,CTA
1340636,A2,MAYORES A 65 AÑOS,CTA & TC
297657,A3,MAYORES A 65 AÑOS,CTA
262770,A3,MAYORES A 65 AÑOS,CTA
265554,A2,MAYORES A 65 AÑOS,CTA
44910,A2,MAYORES A 65 AÑOS,CTA
384682,A1,MAYORES A 65 AÑOS,CTA & TC
3219851,A3,MAYORES A 65 AÑOS,CTA & TC
2784284,A3,MAYORES A 65 AÑOS,CTA
2172375,A2,MAYORES A 65 AÑOS,CTA & TC
1136343,A2,OTROS NO IDENTIFICADOS,CTA & TC
165057,A2,46 A 65 AÑOS,CTA
93688,A1,46 A 65 AÑOS,CTA & TC
916484,A2,46 A 65 AÑOS,CTA & TC
951513,A3,46 A 65 AÑOS,CTA
3181512,A3,36 A 45 AÑOS,CTA
928768,A2,36 A 45 AÑOS,CTA & TC
1061849,A2,36 A 45 AÑOS,CTA
666260,A1,46 A 65 AÑOS,CTA & TC
268268,A2,46 A 65 AÑOS,CTA
269979,A3,46 A 65 AÑOS,CTA
51110,A2,46 A 65 AÑOS,CTA & TC
128743,A1,46 A 65 AÑOS,CTA & TC
2892063,A3,46 A 65 AÑOS,CTA
2770711,P1,EMPRESA,CTA
2286547,A3,46 A 65 AÑOS,CTA
902084,A2,46 A 65 AÑOS,CTA
3840339,A2,36 A 45 AÑOS,CTA
4027039,A3,31 A 35 AÑOS,CTA
1192639,A3,36 A 45 AÑOS,CTA & TC
1487135,A2,36 A 45 AÑOS,CTA & TC
1490615,A2,36 A 45 AÑOS,CTA & TC
880542,A2,36 A 45 AÑOS,CTA & TC
4012312,A2,36 A 45 AÑOS,CTA
1402525,A1,36 A 45 AÑOS,TC
1266254,A2,36 A 45 AÑOS,CTA
4215042,B1,EMPRESA,CTA & TC
3909882,A3,23 A 30 AÑOS,CTA & TC
2761414,A3,23 A 30 AÑOS,CTA
3693981,A3,23 A 30 AÑOS,CTA
2286285,A3,23 A 30 AÑOS,CTA
4002698,A3,23 A 30 AÑOS,CTA
3584619,A3,31 A 35 AÑOS,CTA
3079520,P2,EMPRESA,CTA & TC
587912,B1,EMPRESA,CTA
266157,A3,MAYORES A 65 AÑOS,CTA & TC
499897,P2,EMPRESA,CTA & TC
83674,A1,MAYORES A 65 AÑOS,CTA & TC
329652,A1,46 A 65 AÑOS,CTA & TC
251178,P1,EMPRESA,CTA
3309332,B1,EMPRESA,CTA & TC
1186337,P2,EMPRESA,CTA
1342792,P2,EMPRESA,CTA
27212,A2,46 A 65 AÑOS,CTA & TC
736808,A2,46 A 65 AÑOS,CTA & TC
676198,A2,MAYORES A 65 AÑOS,CTA
2888370,A2,46 A 65 AÑOS,CTA
3368523,A1,46 A 65 AÑOS,CTA
1061463,A3,46 A 65 AÑOS,CTA
1204665,A2,46 A 65 AÑOS,CTA
163826,A2,46 A 65 AÑOS,CTA
172729,A2,46 A 65 AÑOS,CTA & TC
124535,A2,36 A 45 AÑOS,CTA & TC
93844,A3,36 A 45 AÑOS,CTA
108846,A1,36 A 45 AÑOS,CTA
3583520,A2,46 A 65 AÑOS,CTA
3367064,A2,46 A 65 AÑOS,CTA & TC
507121,A2,46 A 65 AÑOS,CTA
266769,A3,46 A 65 AÑOS,CTA
458285,A1,46 A 65 AÑOS,CTA & TC
1290306,A3,46 A 65 AÑOS,CTA
851757,A3,36 A 45 AÑOS,CTA & TC
2862067,A3,46 A 65 AÑOS,CTA
2590673,A2,46 A 65 AÑOS,CTA
2877251,A3,46 A 65 AÑOS,CTA
158118,A3,46 A 65 AÑOS,CTA & TC
761197,A3,46 A 65 AÑOS,CTA
675067,A2,46 A 65 AÑOS,CTA
1166293,P2,EMPRESA,CTA
1168294,A3,36 A 45 AÑOS,CTA & TC
1146688,A2,36 A 45 AÑOS,CTA & TC
3305336,A3,23 A 30 AÑOS,CTA
4066577,A1,36 A 45 AÑOS,CTA
586996,P2,EMPRESA,CTA
2228799,A3,31 A 35 AÑOS,CTA
4261777,P1,EMPRESA,CTA
211609,P2,EMPRESA,CTA
178433,A2,MAYORES A 65 AÑOS,CTA
25816,E1,EMPRESA,CTA
1056415,P2,EMPRESA,CTA
3354814,A1,46 A 65 AÑOS,CTA
2863898,A3,46 A 65 AÑOS,CTA
2622825,A2,46 A 65 AÑOS,CTA
369253,A3,46 A 65 AÑOS,CTA
131192,A2,46 A 65 AÑOS,CTA & TC
89548,A3,46 A 65 AÑOS,CTA
181014,A2,46 A 65 AÑOS,CTA
1990845,A2,MAYORES A 65 AÑOS,CTA
886678,A2,MAYORES A 65 AÑOS,CTA & TC
137892,A1,MAYORES A 65 AÑOS,CTA
1167604,A2,MAYORES A 65 AÑOS,CTA
541089,A3,MAYORES A 65 AÑOS,CTA
645982,A3,MAYORES A 65 AÑOS,CTA
3989976,A3,MAYORES A 65 AÑOS,CTA
3402378,A3,MAYORES A 65 AÑOS,CTA & TC
2610778,A2,MAYORES A 65 AÑOS,CTA
1444613,A2,MAYORES A 65 AÑOS,CTA & TC
1276122,A1,MAYORES A 65 AÑOS,CTA & TC
1006509,A3,OTROS NO IDENTIFICADOS,CTA & TC
3767082,A3,OTROS NO IDENTIFICADOS,CTA & TC
1148295,A1,OTROS NO IDENTIFICADOS,CTA
793727,A3,OTROS NO IDENTIFICADOS,CTA
1487965,A1,46 A 65 AÑOS,CTA
4002296,P1,EMPRESA,CTA
1807345,A3,46 A 65 AÑOS,CTA
1690678,A2,46 A 65 AÑOS,CTA
952065,A3,46 A 65 AÑOS,CTA
2048661,A2,46 A 65 AÑOS,CTA & TC
2994751,A2,MAYORES A 65 AÑOS,CTA
187278,A1,46 A 65 AÑOS,CTA & TC
193049,A1,46 A 65 AÑOS,CTA
326594,A2,46 A 65 AÑOS,CTA
108137,A1,46 A 65 AÑOS,TC
157988,A3,46 A 65 AÑOS,CTA
138127,A3,46 A 65 AÑOS,CTA & TC
1130746,A2,36 A 45 AÑOS,CTA
1417486,A2,36 A 45 AÑOS,CTA & TC
1523220,A2,36 A 45 AÑOS,CTA & TC
3137660,A1,31 A 35 AÑOS,CTA & TC
